[Sun Nov 03 08:30:54.575017 2013] [:error] [pid 6600] [client 127.0.0.1:57628] PHP   9. Symfony\\Component\\DependencyInjection\\Container->get() /home/fabex/dev/adstSF2/vendor/symfony/symfony/src/Symfony/Bundle/FrameworkBundle/Controller/Controller.php:252
[Sun Nov 03 08:30:54.575030 2013] [:error] [pid 6600] [client 127.0.0.1:57628] PHP  10. appDevDebugProjectContainer->getFabexSubTitleProvider_SubtitleService() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:1975
[Sun Nov 03 08:30:54.575042 2013] [:error] [pid 6600] [client 127.0.0.1:57628] PHP  11. Symfony\\Component\\DependencyInjection\\Container->get() /home/fabex/dev/adstSF2/app/cache/dev/appDevDebugProjectContainer.php:584
[Sun Nov 03 08:30:54.575055 2013] [:error] [pid 6600] [client 127.0.0.1:57628] PHP  12. appDevDebugProjectContainer->getFabexSubTitleProvider_AddictedService() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:1975
[Sun Nov 03 08:30:54.575079 2013] [:error] [pid 6600] [client 127.0.0.1:57628] PHP  13. spl_autoload_call() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:542
[Sun Nov 03 08:30:54.575091 2013] [:error] [pid 6600] [client 127.0.0.1:57628] PHP  14. Symfony\\Component\\ClassLoader\\DebugClassLoader->loadClass() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:0
[Sun Nov 03 09:12:39.896237 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP Fatal error:  Cannot redeclare Fabex\\Bundle\\SubTitleProviderBundle\\Services\\Providers\\AddictedProvider::getSrt() in /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Services/Providers/AddictedProvider.php on line 42
[Sun Nov 03 09:12:39.896273 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP Stack trace:
[Sun Nov 03 09:12:39.896291 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP   1. {main}() /home/fabex/dev/adstSF2/web/app_dev.php:0
[Sun Nov 03 09:12:39.896304 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP   2. Symfony\\Component\\HttpKernel\\Kernel->handle() /home/fabex/dev/adstSF2/web/app_dev.php:28
[Sun Nov 03 09:12:39.896318 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP   3. Symfony\\Component\\HttpKernel\\DependencyInjection\\ContainerAwareHttpKernel->handle() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2249
[Sun Nov 03 09:12:39.896332 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP   4. Symfony\\Component\\HttpKernel\\HttpKernel->handle() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2947
[Sun Nov 03 09:12:39.896344 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP   5. Symfony\\Component\\HttpKernel\\HttpKernel->handleRaw() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2818
[Sun Nov 03 09:12:39.896356 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP   6. call_user_func_array() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2844
[Sun Nov 03 09:12:39.896370 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP   7. Fabex\\Bundle\\SubTitleProviderBundle\\Controller\\DefaultController->getSubTitleAction() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:2844
[Sun Nov 03 09:12:39.896383 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP   8. Symfony\\Bundle\\FrameworkBundle\\Controller\\Controller->get() /home/fabex/dev/adstSF2/src/Fabex/Bundle/SubTitleProviderBundle/Controller/DefaultController.php:18
[Sun Nov 03 09:12:39.896397 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP   9. Symfony\\Component\\DependencyInjection\\Container->get() /home/fabex/dev/adstSF2/vendor/symfony/symfony/src/Symfony/Bundle/FrameworkBundle/Controller/Controller.php:252
[Sun Nov 03 09:12:39.896410 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP  10. appDevDebugProjectContainer->getFabexSubTitleProvider_SubtitleService() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:1975
[Sun Nov 03 09:12:39.896423 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP  11. Symfony\\Component\\DependencyInjection\\Container->get() /home/fabex/dev/adstSF2/app/cache/dev/appDevDebugProjectContainer.php:584
[Sun Nov 03 09:12:39.896436 2013] [:error] [pid 6600] [client 127.0.0.1:58291] PHP  12. appDevDebugProjectContainer->getFabexSubTitleProvider_AddictedService() /home/fabex/dev/adstSF2/app/bootstrap.php.cache:1975
